SynthHD Pro power [dBm],vg2 [V],det power [dBm],amp current [A],amp power [W]
-9.4,1.225,1.247802,0.06,0.36
-9.4,1.2,4.216965999999999,0.09,0.54
-9.4,1.175,6.870118,0.13,0.78
-9.4,1.15,9.417481999999998,0.17,1.02
-9.4,1.125,11.316157200000001,0.22,1.32
-9.4,1.1,13.8151156,0.27,1.62
-9.4,1.075,15.508212,0.33,1.98
-9.4,1.05,16.976655,0.39,2.34
-9.4,1.025,17.9916634,0.45,2.7
-9.4,1.0,19.36064312,0.52,3.12
-9.4,0.975,20.3632108,0.59,3.54
-9.4,0.95,21.24424174,0.65,3.9
-9.4,0.9249999999999999,21.8812078,0.73,4.38
-9.4,0.8999999999999999,22.7468154,0.8,4.8
-9.4,0.875,23.3510392,0.87,5.22
-9.4,0.85,23.8782452,0.95,5.7
-9.4,0.825,24.2388218,1.03,6.18
-9.4,0.7999999999999999,24.705553000000002,1.11,6.66
-9.4,0.7749999999999999,25.044832,1.2,7.2
-9.4,0.75,25.346624,1.28,7.68
-9.4,0.725,25.5660398,1.37,8.22
-9.4,0.7,25.868637200000002,1.47,8.82
-9.4,0.6749999999999999,26.0789842,1.56,9.36
-9.4,0.6499999999999999,26.2628466,1.66,9.96
-9.4,0.625,26.3848458,1.76,10.56
-9.4,0.6,26.5459464,1.87,11.22
-9.4,0.575,26.6597402,1.97,11.82
-9.4,0.5499999999999999,26.7595878,2.08,12.48
-9.4,0.5249999999999999,26.823832200000002,2.19,13.14
-9.4,0.5,26.9123032,2.3,13.8
-8.8,1.5,-0.2614134000000021,0.01,0.06
-8.8,1.475,-6.899894,0.01,0.06
-8.8,1.45,-6.708817999999997,0.01,0.06
-8.8,1.425,-6.426654000000003,0.01,0.06
-8.8,1.4,-5.9967320000000015,0.01,0.06
-8.8,1.375,-5.552447999999998,0.02,0.12
-8.8,1.35,-5.112807999999998,0.02,0.12
-8.8,1.325,-4.290978000000003,0.02,0.12
-8.8,1.3,-3.3893539999999973,0.03,0.18
-8.8,1.275,-2.159744,0.03,0.18
-8.8,1.25,-0.8268640000000005,0.05,0.3
-8.8,1.225,1.677039999999998,0.06,0.36
-8.8,1.2,4.200787999999999,0.09,0.54
-8.8,1.175,6.857886000000002,0.13,0.78
-8.8,1.15,8.89921,0.17,1.02
-8.8,1.125,11.767472399999999,0.22,1.32
-8.8,1.1,13.7994094,0.27,1.62
-8.8,1.075,15.492578,0.33,1.98
-8.8,1.05,16.6768218,0.39,2.34
-8.8,1.025,18.2241078,0.45,2.7
-8.8,1.0,19.34782464,0.52,3.12
-8.8,0.975,20.35424608,0.59,3.54
-8.8,0.95,21.0615935,0.65,3.9
-8.8,0.9249999999999999,22.0299494,0.73,4.38
-8.8,0.8999999999999999,22.738798199999998,0.8,4.8
-8.8,0.875,23.3442942,0.87,5.22
-8.8,0.85,23.7664784,0.95,5.7
-8.8,0.825,24.319274999999998,1.03,6.18
-8.8,0.7999999999999999,24.6996892,1.11,6.66
-8.8,0.7749999999999999,25.0402792,1.2,7.2
-8.8,0.75,25.2810844,1.28,7.68
-8.8,0.725,25.617301599999998,1.37,8.22
-8.8,0.7,25.8637446,1.47,8.82
-8.8,0.6749999999999999,26.0763146,1.56,9.36
-8.8,0.6499999999999999,26.220526800000002,1.66,9.96
-8.8,0.625,26.4133876,1.76,10.56
-8.8,0.6,26.5431586,1.87,11.22
-8.8,0.575,26.6572862,1.98,11.88
-8.8,0.5499999999999999,26.732299,2.09,12.54
-8.8,0.5249999999999999,26.8345272,2.19,13.14
-8.8,0.5,26.9053572,2.3,13.8
-8.2,1.5,-0.28424419999999984,0.01,0.06
-8.2,1.475,-6.965688,0.01,0.06
-8.2,1.45,-6.684363999999999,0.01,0.06
-8.2,1.425,-6.391496,0.01,0.06
-8.2,1.4,-6.024509999999999,0.01,0.06
-8.2,1.375,-5.6719919999999995,0.02,0.12
-8.2,1.35,-5.024781999999998,0.02,0.12
-8.2,1.325,-4.319867999999996,0.02,0.12
-8.2,1.3,-3.4221719999999998,0.03,0.18
-8.2,1.275,-2.451602000000001,0.03,0.18
-8.2,1.25,-0.5076180000000008,0.05,0.3
-8.2,1.225,1.6366399999999999,0.06,0.36
-8.2,1.2,4.155274,0.09,0.54
-8.2,1.175,6.274169999999998,0.13,0.78
-8.2,1.15,9.367498000000001,0.17,1.02
-8.2,1.125,11.730375200000001,0.22,1.32
-8.2,1.1,13.7677158,0.27,1.62
-8.2,1.075,15.1395166,0.33,1.98
-8.2,1.05,16.9412096,0.39,2.34
-8.2,1.025,18.2005918,0.45,2.7
-8.2,1.0,19.32606402,0.52,3.12
-8.2,0.975,20.13475168,0.58,3.48
-8.2,0.95,21.21204594,0.65,3.9
-8.2,0.9249999999999999,22.009029599999998,0.72,4.32
-8.2,0.8999999999999999,22.7216072,0.8,4.8
-8.2,0.875,23.208684,0.87,5.22
-8.2,0.85,23.8534944,0.95,5.7
-8.2,0.825,24.304617999999998,1.03,6.18
-8.2,0.7999999999999999,24.6860924,1.11,6.66
-8.2,0.7749999999999999,24.9577354,1.19,7.14
-8.2,0.75,25.3267098,1.28,7.68
-8.2,0.725,25.6033986,1.37,8.22
-8.2,0.7,25.8505196,1.47,8.82
-8.2,0.6749999999999999,26.0188958,1.56,9.36
-8.2,0.6499999999999999,26.243758800000002,1.66,9.96
-8.2,0.625,26.3999384,1.77,10.62
-8.2,0.6,26.5296698,1.87,11.22
-8.2,0.575,26.6167556,1.98,11.88
-8.2,0.5499999999999999,26.7365432,2.09,12.54
-8.2,0.5249999999999999,26.817565199999997,2.19,13.14
-8.2,0.5,26.889340400000002,2.3,13.8
-7.600000000000001,1.5,6.4836458,0.01,0.06
-7.600000000000001,1.475,-6.955131999999999,0.01,0.06
-7.600000000000001,1.45,-6.715274000000001,0.01,0.06
-7.600000000000001,1.425,-6.424351999999999,0.01,0.06
-7.600000000000001,1.4,-6.133506000000001,0.01,0.06
-7.600000000000001,1.375,-5.614297999999998,0.02,0.12
-7.600000000000001,1.35,-5.060424000000005,0.02,0.12
-7.600000000000001,1.325,-4.357192000000001,0.02,0.12
-7.600000000000001,1.3,-3.6498680000000014,0.03,0.18
-7.600000000000001,1.275,-2.2376460000000016,0.03,0.18
-7.600000000000001,1.25,-0.5572340000000011,0.05,0.3
-7.600000000000001,1.225,1.5759599999999985,0.06,0.36
-7.600000000000001,1.2,3.5784960000000012,0.09,0.54
-7.600000000000001,1.175,6.749814000000001,0.12,0.72
-7.600000000000001,1.15,9.307328,0.17,1.02
-7.600000000000001,1.125,11.6848502,0.22,1.32
-7.600000000000001,1.1,13.3296782,0.27,1.62
-7.600000000000001,1.075,15.4269842,0.33,1.98
-7.600000000000001,1.05,16.9082252,0.39,2.34
-7.600000000000001,1.025,18.1719206,0.45,2.7
-7.600000000000001,1.0,19.077943480000002,0.51,3.06
-7.600000000000001,0.975,20.3086302,0.58,3.48
-7.600000000000001,0.95,21.19209166,0.65,3.9
-7.600000000000001,0.9249999999999999,21.991425200000002,0.72,4.32
-7.600000000000001,0.8999999999999999,22.5631146,0.8,4.8
-7.600000000000001,0.875,23.3091324,0.87,5.22
-7.600000000000001,0.85,23.8376092,0.95,5.7
-7.600000000000001,0.825,24.290021,1.03,6.18
-7.600000000000001,0.7999999999999999,24.595704599999998,1.11,6.66
-7.600000000000001,0.7749999999999999,25.0096636,1.19,7.14
-7.600000000000001,0.75,25.3113034,1.28,7.68
-7.600000000000001,0.725,25.5886904,1.37,8.22
-7.600000000000001,0.7,25.7849218,1.46,8.76
-7.600000000000001,0.6749999999999999,26.0456452,1.56,9.36
-7.600000000000001,0.6499999999999999,26.2281058,1.66,9.96
-7.600000000000001,0.625,26.3842922,1.76,10.56
-7.600000000000001,0.6,26.4840858,1.87,11.22
-7.600000000000001,0.575,26.620863800000002,1.98,11.88
-7.600000000000001,0.5499999999999999,26.7177718,2.08,12.48
-7.600000000000001,0.5249999999999999,26.7996048,2.19,13.14
-7.600000000000001,0.5,26.851567799999998,2.3,13.8
-7.0,1.5,-0.3367409999999964,0.01,0.06
-7.0,1.475,-6.980503999999996,0.01,0.06
-7.0,1.45,-6.741505999999998,0.01,0.06
-7.0,1.425,-6.510919999999999,0.01,0.06
-7.0,1.4,-6.084388000000001,0.01,0.06
-7.0,1.375,-5.643417999999997,0.02,0.12
-7.0,1.35,-5.092245999999996,0.02,0.12
-7.0,1.325,-4.538029999999999,0.02,0.12
-7.0,1.3,-3.4994380000000014,0.03,0.18
-7.0,1.275,-2.2815119999999993,0.03,0.18
-7.0,1.25,-0.6066399999999987,0.05,0.3
-7.0,1.225,1.08127,0.06,0.36
-7.0,1.2,4.043214000000001,0.09,0.54
-7.0,1.175,6.701262,0.12,0.72
-7.0,1.15,9.259598,0.17,1.02
-7.0,1.125,11.1700024,0.22,1.32
-7.0,1.1,13.693187799999999,0.27,1.62
-7.0,1.075,15.401264000000001,0.33,1.98
-7.0,1.05,16.881407,0.39,2.34
-7.0,1.025,17.9048402,0.45,2.7
-7.0,1.0,19.28022444,0.51,3.06
-7.0,0.975,20.28902776,0.58,3.48
-7.0,0.95,21.17478792,0.65,3.9
-7.0,0.9249999999999999,21.8137086,0.72,4.32
-7.0,0.8999999999999999,22.6842242,0.8,4.8
-7.0,0.875,23.2905698,0.87,5.22
-7.0,0.85,23.8204982,0.95,5.7
-7.0,0.825,24.1829672,1.03,6.18
-7.0,0.7999999999999999,24.651827400000002,1.11,6.66
